sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12	sample13	sample14	sample15	sample16	sample17	sample18	sample19	sample20	sample21	sample22	sample23	sample24
78.4198113207547	66.0501981505945	78.3180026281209	71.5025906735751	73.2739420935412	80.0970873786408	13.9618138424821	77.1217712177122	15.8931082981716	80	75.3926701570681	70.2702702702703	87.8338278931751	14.0845070422535	5.22565320665083	41.4261460101868	78.7172011661808	82.3643410852713	70.7317073170732	59.8705501618123	62.7062706270627	76.8637532133676	77.0528683914511	71.2393566698202
46.6691068814056	9.83039113880235	31.3731931668857	23.015873015873	20.9085252022402	71.0044219835755	5.1792828685259	58.451290591174	8.23779193205945	51.3564668769716	37.54674644727	32.6444340065759	60.9712230215827	23.1447465099192	5.37780803267529	27.9759669545625	54.1358024691358	39.1554702495202	23.0976430976431	19.304347826087	45.5167693360712	29.0862944162437	42.7672955974843	57.7148958889482
36.1672025723473	7.76859504132231	49.3594985009539	12.0770362444831	14.5088884898546	59.7315436241611	9.54024575452161	52.5923016496465	35.4640861387488	44.5214521452145	34.004699563612	35.855675269356	64.374185136897	19.8300283286119	5.56666666666667	31.2810945273632	64.5161290322581	49.5059288537549	15.2617568766637	27.021144278607	46.6094032549729	39.0194075587334	32.535046728972	58.0157992565056
46.5833945628215	16.3404255319149	33.256351039261	32.1167883211679	18.955223880597	57.9100145137881	16.7695473251029	43.9252336448598	11.2719751809721	52.3897058823529	40.4805914972274	14.6938775510204	66.2079510703364	23.8095238095238	14.4901610017889	33	50.7067137809187	57.7658303464755	18.5185185185185	29.9727520435967	47.0954356846473	39.2063492063492	45.2856159669649	32.6901248581158
59.5197255574614	23.9495798319328	63.5514018691589	66.4488017429194	47.1641791044776	88.7052341597796	65.7142857142857	67.9245283018868	40.0709219858156	85.286783042394	55.4455445544554	76.3500931098696	88.3838383838384	32.0512820512821	2.88461538461538	47.6968796433878	76.9436997319035	63.0931458699473	25.065963060686	47.3684210526316	70.5570291777188	68.3646112600536	57.9020979020979	69.0677966101695
76.8911917098446	50.7626438319508	75.1103265666372	76.1484098939929	69.1380908248378	90.7450980392157	67.8696158323632	83.2666132906325	69.1269506537326	79.5744680851064	78.2971619365609	73.5245449531164	83.2740213523132	52.0694259012016	40.8831908831909	65.8860265417643	83.6352279825109	75.4978877489439	11.7848410757946	66.8453292496172	76.6417290108063	80.2867383512545	79.7348484848485	77.5786924939467
73.8309352517986	9.46244477172312	58.4584178498986	77.3525438991445	65.6357388316151	91.7220990391722	11.6642958748222	54.0625	11.9450317124736	41.9550173010381	43.7984496124031	28.8683602771363	77.6432606941082	55.9642147117296	40.4919583727531	28.6324786324786	61.9887730553328	59.952526280095	73.1868131868132	22.7777777777778	68.2730923694779	22.3702664796634	84.011953679492	72.5769854132901
55.7903879559931	8.14814814814815	38.5839483394834	55.7420494699647	24.9559082892416	75.0330250990753	8.1193838254172	29.0415704387991	10.6860959319976	24.1395568128241	24.0789473684211	23.0110595790225	45.9415584415584	26.0869565217391	5.65936999466097	24.2005628037861	40.7439824945295	42.7968923418424	29.890590809628	21.8826405867971	45.2830188679245	14.3472022955524	65.7795572303344	40.1623502126015
67.6246830092984	12.8482972136223	46.2408850892633	31.0016330974415	35.9441644048081	68.6046511627907	36.3944617123481	49.5914519170333	25.1487710219922	45.3443526170799	39.9887829500841	38.4522370012092	58.8132635253054	35.8832410669351	11.178247734139	41.3771320277953	55.5813953488372	53.4993397472175	32.7996118389132	25.9789156626506	42.627824019025	46.0353420933394	76.3711911357341	55.3827751196172
57.5846833578792	3.2166508987701	25.3846153846154	5.89595375722543	11.9584055459272	48.3992467043315	38.1021897810219	36.038961038961	2.11565585331453	20.9708737864078	22.4056603773585	37.7358490566038	51.2875536480687	5.52884615384615	3.65168539325843	23.2558139534884	40.5172413793103	53.328173374613	8.53889943074004	4.11764705882353	19.4174757281553	43.4567901234568	56.1797752808989	50.251256281407
64.0409207161125	9.35424354243542	45.1317073170732	21.5338553661907	42.0608108108108	67.5494071146245	46.9221835075494	62.1097954790097	19.3063228974831	43.4180138568129	32.4373576309795	54.7261815453863	72.156697556866	38.5456273764259	17.4284279256655	43.9861551773868	56.3075506445672	56.889661164205	36.9817578772803	24.1703539823009	45.6463195691203	63.5586635586636	75.8507585075851	64.3086243763364
75.1333606893722	10.2181818181818	65.5907429963459	33.5460710011967	35.3794103431609	81.8551668022783	64.5346453464535	61.003861003861	26.1887072808321	67.0405522001726	43.3191489361702	46.1668545659526	84.2287694974004	40.194489465154	9.69387755102041	64.2504930966469	70.0973574408901	63.0872483221477	50.7201001878522	46.1355529131986	50	67.4357284113382	83.695652173913	76.5389082462253
32.8007101642255	6.61710037174721	24.2328042328042	11.1223458038423	9.04729266620973	47.8175895765472	13.0815292491939	30.1092043681747	8.85416666666667	18.4775936157152	32.8286304198211	12.6569037656904	44.9016100178891	16.8792198049512	2.65273311897106	24.7943595769683	32.1589205397301	31.2967581047382	5.67144719687093	17.5687666370896	23.8950276243094	14.9597238204833	57.3822825219473	33.2354511478911
63.4364820846906	7.70114942528736	38.695652173913	19.1649555099247	27.8388278388278	64.2237982663515	24.0174672489083	32.5153374233129	6.5439672801636	24.3511450381679	36.6071428571429	20.5266711681296	53.3489096573209	24.1791044776119	9.42956926658906	24.1527446300716	44.2812982998454	33.9274347549332	17.7653631284916	20.4485488126649	29.2938099389712	16.3221667854597	61.7753623188406	44.8688449148642
59.5924561023195	9.99043062200957	42.2727272727273	22.5710900473934	27.7623542476402	76.2906309751434	30.2593659942363	47.7975632614808	11.9636776390465	43.6123348017621	26.6079632465544	18.4288245717661	54.6099290780142	30.5684995340168	15.8821121571838	36.0722462477741	45.8732498157701	45.9728637413395	16.8634064080944	22.9146221786065	38.7596899224806	35.1415899010577	79.851133806474	48.5911083281152
67.7320691237192	15.350562335487	56.6844919786096	37.7051844628636	47.9464914339357	84.6484572584724	36.6282894736842	62.5486725663717	31.4872325741891	52.043301759134	52.241238793806	38.1781781781782	72.1069868995633	47.2716829408386	27.3963935463461	50.4256307073208	68.7841707888571	60.6921675774135	59.5306388526728	34.4516129032258	48.1795354676711	36.0541044776119	81.8825612275007	66.5479634987759
72.680412371134	13	57.5394321766561	36.1687413554633	55.2140504939627	76.9716088328076	47.6280834914611	70.2127659574468	26.4749262536873	67.2727272727273	53.9597315436242	47.7683956574186	72.4475524475525	49.5867768595041	31.2720848056537	49.2372881355932	67.9465776293823	71.4741883980841	59.0189873417722	33.6810730253353	50.2608695652174	54.0540540540541	68.5144124168514	70.8011583011583
64.4179104477612	7.91415157612341	59.8535692495424	31.1377245508982	23.2062780269058	67.9296346414073	17.1353826030085	60.5504587155963	22.1122112211221	52.912019826518	68.8679245283019	30.7203389830508	75.0309023485785	70.197486535009	9.20840064620355	42.5583266291231	71.8223583460949	63.7001078748652	7.02341137123746	28.448275862069	50.5197505197505	25.3948967193196	56.7086730911787	65.1239669421488
52.4410774410774	6.85111989459816	45.9244532803181	36.7465504720407	14.1942369263607	31.2997347480106	9.25470925470925	58.4942084942085	6.02928509905254	55.4269175108538	63.7048192771084	25.527192008879	80.1955990220049	22.2882615156018	9.7799511002445	40.6354515050167	65.1360544217687	64.2097802976612	7.58988015978695	26.4084507042254	51.9455252918288	41.0539215686275	54.7538200339559	68.6875891583452
57.0156846121238	9.86842105263158	39.4773812868783	25.2183820736802	32.422293676313	61.8591934381408	20.2589807852966	52.2666666666667	10.6332138590203	41.5896487985213	46.3394342762063	32.3199251637044	65.1254953764861	35.7941834451902	10.3973509933775	31.3716814159292	62.5473843821077	52.8886241810602	52.2367515485203	20.3305785123967	44.6428571428571	14.8454746136865	77.7960526315789	52.8335451080051
61.9307832422586	11.2956810631229	49.0566037735849	22.5548902195609	26.3157894736842	88.5375494071146	18.5770750988142	49.2957746478873	24.1735537190083	28.0334728033473	29.5336787564767	30.8510638297872	66.6666666666667	21.9895287958115	10.655737704918	35.207100591716	57.7114427860697	65.3370013755158	47.2477064220183	30.1980198019802	53.2894736842105	39.7321428571429	87.0216306156406	60.4961832061069
54.2241379310345	6.56565656565657	25.0403877221325	21.6138328530259	10.6578947368421	69.2660550458716	25.8782201405152	22.7777777777778	15.1639344262295	38.5333333333333	25.2584933530281	16.9245647969052	52.4930747922438	13.7741046831956	6.81458003169572	32.2527015793849	50.367107195301	39.6694214876033	15.9379407616361	10.126582278481	23.3226837060703	20.6825232678387	68.3347005742412	43.8730853391685
60.9880749574106	9.12220309810671	44.4253859348199	26.8244575936884	10.831234256927	68.7134502923977	23.8747553816047	25.5192878338279	8.46846846846847	44.9029126213592	39.6363636363636	40.0871459694989	63.953488372093	19.9395770392749	6.640625	37.3534338358459	60.2272727272727	34.9397590361446	5.30973451327434	26.6917293233083	40.0641025641026	28.287841191067	64.9373881932022	52.7104959630911
65.4017857142857	6.52591170825336	27.7641277641278	8.17941952506596	9.45121951219512	82.5396825396825	8.82352941176471	37.1794871794872	4.14847161572052	16.1111111111111	31.5270935960591	21.5017064846416	41.6666666666667	34.9593495934959	1.02040816326531	22.8882833787466	43.9814814814815	28.5178236397749	5.71428571428571	14.3884892086331	22.5	15.8064516129032	85.4166666666667	31.3356164383562
63.5159010600707	6.49087221095335	28.4823284823285	24.484052532833	10.1635514018692	84.7583643122677	8.48979591836735	49.1961414790997	2.03160270880361	35.9550561797753	43.4108527131783	26.2786596119929	42.4657534246575	23.3273056057866	2.52100840336134	17.4185463659148	58.3132530120482	47.5063938618926	5.60344827586207	19.6304849884527	36.5671641791045	25.7602862254025	92.1022067363531	38.6548913043478
85.8260869565217	3.43567251461988	74.775397373877	37.1764705882353	23.6693091732729	88.2629107981221	14.8316062176166	63.4441087613293	23.3308877476156	51.8446601941748	72.3809523809524	49.4325346784363	70.4309063893016	35.1181102362205	4.52586206896552	35.9147025813692	61.980198019802	64.0365923384791	29.5518207282913	40.9509202453988	57.6923076923077	26.2699564586357	68.2432432432432	74.6630727762803
78.8967286722258	4.78468899521531	30.4832713754647	13.9320667818077	28.701406120761	83.0860534124629	8.21406347230865	47.3533619456366	3.87228260869565	19.5842450765864	26.6225165562914	25.0752256770311	60.4968944099379	36.5853658536585	30.4172274562584	24.0819209039548	43.0851063829787	39.344262295082	14.3167028199566	17.4922600619195	22.268326417704	10.5809128630705	74.9465811965812	44.3192488262911
68.3484055211804	9.58672086720867	44.0013750429701	27.3572938689218	24.4751049790042	88.3650190114068	20.3430204859457	36.8340943683409	15.3368794326241	36.4010989010989	34.8751835535977	23.110151187905	56.2322946175637	27.1317829457364	15.3383458646617	26.6034327009937	52.4381625441696	35.8204134366925	22.5277940315974	17.4688057040998	34.8247576435496	24.4530244530245	59.4297492270697	49.6238581407845
69.9076110866696	11.5251026207768	54.2884990253411	41.9966301600674	13.1750741839763	85.0323624595469	22.7753822030576	67.7828054298643	19.2871287128713	64.9916247906198	59.9397590361446	20.3767972235994	74.8071979434447	38.4963768115942	10.4832713754647	30.4147465437788	77.1819137749737	63.5630043451272	55.8287073750991	32.9383886255924	57.3636363636364	42.4966799468791	85.2331606217617	56.846000569314
71.136567834681	9.69499555818774	54.234871031746	34.4971220842169	40.339558573854	74.9914432401597	36.0894611995934	57.5047040092633	19.3713919178961	45.3135689851767	43.2132618721177	34.63818575327	66.6377157746173	39.933598937583	27.6784457271575	43.4867190422746	61.7435557030645	52.3862832901249	51.9906626896641	22.9067245119306	43.5652510649284	35.2312456298072	73.5640408508424	56.698304029874
77.2368421052632	30.952380952381	81.4651368049426	75.1351351351351	36.046511627907	87.5394321766561	74.2899850523169	77.2256728778468	61.5686274509804	74.5954692556634	83.1560283687943	83.2116788321168	83.5034013605442	66.1322645290581	30.8290155440415	54.9714285714286	83.6864406779661	72.0070422535211	71.4795008912656	30.6122448979592	83.9248434237996	44.2384105960265	73.7601442741208	74.1911211437171
